,Name,Code,Date,Open,Close,High,Low,Volume,MACD_EMA26,MACD_EMA12,MACD_DIF,MACD_DEA,MACD_MACD,DMI_TR,DMI_DI1,DMI_DI2,DMI_ADX,DMI_ADXR,EXPMA_MA1,EXPMA_MA2,EXPMA_MA3,EXPMA_MA4,PSY_PSY,PSY_PSYMA,KDJ_K,KDJ_D,KDJ_J,BOLL_Mid,BOLL_Top,BOLL_Bottom,WR1,WR2,RSI_RSI6,RSI_RSI12,RSI_RSI24,RSI_tmp1_1,RSI_tmp1_2,RSI_tmp2_1,RSI_tmp2_2,RSI_tmp3_1,RSI_tmp3_2,BIAS_BIAS1,BIAS_BIAS2,BIAS_BIAS3,VR_VR,ARBR_AR,ARBR_BR,ASI_SI,ASI_ASI,ASI_ASIT,MIKE_WR,MIKE_MR,MIKE_SR,MIKE_WS,MIKE_MS,MIKE_SS,ROC_ROC,ROC_MAROC,MTM_MTM,MTM_MTMMA,CurrentState,FutureState
0,新华保险,601336,2021-05-11,47.88,48.7,48.87,47.71,102311,48.01402880047786,47.84642998784884,-0.1675988126290235,-0.4936402653672555,0.652082905476464,16.46999999999996,27.32240437158477,15.30054644808745,16.36300353242818,25.63355166224566,48.23361381519957,47.91255615813689,47.84957178271965,49.63414510430817,58.33333333333334,52.98650820000285,74.42913617352309,69.21515027094996,84.85710797866935,47.253,49.0129413865838,45.4930586134162,23.55555555555529,15.01416430594887,65.47020767716651,56.27582962055295,49.11172702345136,0.3490585280179698,0.5331562865038962,0.3176143550500152,0.5643885788829255,0.3172459391181159,0.6459677929196579,0.7968539790955296,2.327047328885842,2.65959315602713,102.0398509922647,92.77372262773711,101.2801204819277,9.823423423423412,-94.60357987796425,-119.1846298628187,51.15333333333334,51.95666666666666,52.75999999999999,47.62333333333334,44.89666666666668,42.17000000000001,3.617021276595751,2.922142424986161,1.700000000000003,1.638333333333334,1,-1
1,新华保险,601336,2021-05-12,48.41,47.94,48.94,47.69,114300,48.00854518562765,47.86082537433363,-0.1477198112940243,-0.4244561745526093,0.5534727265171698,17.64,23.35600907029481,14.28571428571426,19.89126291140757,23.31521909854137,48.13574254346638,47.91754594756655,47.85818399388921,49.57859936318332,50.0,52.13322014285917,70.77145433286807,69.73391829158933,72.84652641542556,47.288,49.07449436194553,45.50150563805447,74.5664739884394,36.54390934844196,50.94582577634779,50.13806462240713,46.72174860463697,0.2908821066816414,0.570963572086581,0.2911464921291806,0.5806895306426821,0.3040273583215278,0.650719134881339,-0.6356224955091853,0.6174027109750667,1.116130279647749,99.53012668971358,94.03202328966512,97.51098096632495,-2.052845528455349,-80.89065964065372,-113.9130059282391,50.67999999999999,51.71999999999999,52.75999999999999,47.15,44.66,42.17000000000001,1.353065539112052,2.943500993916502,0.6400000000000006,1.473333333333334,-1,-1
2,新华保险,601336,2021-05-13,47.5,47.5,47.84,47.09,77190,47.97087517187746,47.8053137782823,-0.165561393595155,-0.3726772183611184,0.4142316495319268,11.5,33.47826086956523,27.13043478260861,19.39324944711003,21.70784850802876,47.92382836231092,47.84162850255446,47.82407123256642,49.51044856439042,50.0,51.52372867347083,61.60719906344212,67.02501188220693,50.77157342591252,47.33049999999999,49.09337414841726,45.56762585158273,77.83783783783795,49.0084985835694,44.14236522370658,46.9069442540328,45.38740817196512,0.2424017555680345,0.5491363100721505,0.2668842844517489,0.5689654030891251,0.2913595517247974,0.6419391709279498,-1.168637514304541,-0.3479081802129375,0.2947257291162798,89.42650913300771,92.86743515850134,88.6884108258153,-12.66994266994265,-93.84937236407238,-107.795364511546,49.25333333333333,51.00666666666666,52.75999999999999,45.72333333333334,43.94666666666667,42.17000000000001,0.507829030892937,2.45012779693017,0.240000000000002,1.178333333333335,-1,1
3,新华保险,601336,2021-05-14,47.6,50.91,51.28,47.56,337964,48.18858812210876,48.28295781239272,0.09436969028395481,-0.2792678366321037,0.7472750538321171,52.92000000000002,13.77551020408163,5.139833711262266,24.1728977211821,22.9975844131493,48.91921890820728,48.39951422936274,48.11796921041724,49.55633549670549,58.33333333333334,53.46933000486013,71.53658232136448,68.52886869525943,77.55200957357457,47.53999999999999,49.89412292305268,45.18587707694731,8.830548926014433,7.254901960784401,75.08524831940503,65.63219467163192,55.63406716806112,0.7703347963066949,1.025946925060125,0.5288105940807696,0.8057182861650312,0.4213029037362641,0.7572750388059518,4.933012710408774,6.108554059921855,7.222212471699076,121.7685395020076,125.340393343419,118.8720173535791,76.15632458233894,-13.1440281738904,-94.60333518999596,54.13333333333333,55.49666666666666,56.86,48.55333333333333,44.33666666666667,40.12,7.974549310710495,1.556958893377609,3.759999999999998,1.360000000000001,1,-1
4,新华保险,601336,2021-05-17,50.65,49.95,50.89,49.54,199194,48.31906307602663,48.53942584125537,0.2203627652287423,-0.1793417162599346,0.7994089629773538,18.96000000000002,33.28059071729952,14.34599156118138,29.54993479856229,22.98152260053151,49.26281260547152,48.68142073311496,48.29244833323465,49.5692425296004,58.33333333333334,54.85904524156676,70.44364040199159,69.16712593083682,72.99666934430113,47.7075,50.24925136470898,45.16574863529101,31.74224343675415,30.93023255813947,63.24863427596959,59.21790769707764,52.72783887382231,0.6419456635889124,1.014955770883436,0.4847430445740388,0.8185750956512781,0.4037486160805865,0.7657219121890368,2.185550138088585,3.359084011587793,5.032592696432321,101.64372940143,118.291814946619,108.0774365821094,10.98416516335942,-0.4611450618130579,-82.32190894944328,54.55333333333333,55.70666666666666,56.86,48.97333333333333,44.54666666666667,40.12,9.108781127129754,2.551435608198432,4.170000000000002,1.898333333333335,-1,1
5,新华保险,601336,2021-05-18,49.92,51.67,52.12,49.88,235448,48.56728062595059,49.0210526349084,0.453772008957813,-0.05271897121638505,1.012981960348396,31.35999999999993,24.0433673469388,8.067602040816325,32.98957042931578,24.18229527400896,50.06520840364769,49.22479878163952,48.61411992054563,49.63811982371186,58.33333333333334,55.8516989820715,77.3136529121296,71.88263492460106,88.17568888718665,48.0155,50.90513647322088,45.12586352677911,8.946322067594359,8.946322067594359,72.55171100586772,65.75866358419204,56.93380736043531,0.8216213863240935,1.132463142402863,0.5876811241928688,0.893693837680338,0.4585924237438953,0.8054834991811604,4.499949438770353,5.948088785605654,8.229256670070416,128.0568689894063,141.571319603356,128.1560283687943,24.87689050211737,38.71220894670002,-67.40594696452317,56.26666666666667,57.16333333333333,58.06,50.32666666666668,45.28333333333334,40.24,11.45383951682485,3.760207714073498,5.310000000000002,2.636666666666668,1,-1
6,新华保险,601336,2021-05-19,51.28,50.98,51.48,50.4,124885,48.74600057958388,49.3224291526148,0.576428573030924,0.07311053763307676,1.006636070795695,15.59999999999998,48.33333333333334,9.16666666666663,39.64137273329201,28.00218813286009,50.37013893576513,49.54392627588688,48.83944183287462,49.68211589506556,50.0,54.17978498719393,77.32109663989553,73.69545549636588,84.57237892695483,48.2235,51.34072734425795,45.10627265574205,22.6640159045726,22.6640159045726,64.67101318422641,61.44585452974876,54.88946510533743,0.6846844886034112,1.05871928533572,0.5387076971767963,0.8767193512069771,0.4394844060878997,0.8006716867152789,2.318113396889085,3.89239861422457,6.381942753799612,112.3683004111609,130.5535585909417,116.2376237623762,9.453578732106353,52.29726916028778,-53.84236922739544,54.92666666666666,56.09333333333333,57.26,49.78666666666665,45.81333333333333,41.84,7.620857082541692,5.066344087445016,3.609999999999999,2.955000000000001,-1,1
7,新华保险,601336,2021-05-20,50.65,51.09,51.51,50.18,159830,48.91963016628137,49.59436312913559,0.6747329628542218,0.1934350226773058,0.9625958803538321,18.65999999999998,40.40728831725617,8.5209003215434,46.48693680777173,33.18909985958965,50.61009262384342,49.82503058936199,49.05378070593418,49.72827602965359,50.0,52.98556070513851,78.05501870095092,75.14864323122757,83.86776964039763,48.40750000000001,51.7489202779184,45.06607972208162,20.47713717693827,20.47713717693827,65.3901987493342,61.88064988430796,55.1573214414225,0.5889037405028438,0.9005994044464346,0.5029820557453972,0.8128260719397296,0.4257558891675708,0.7718936997688092,1.469712015888782,3.634335170222112,6.207935971727803,132.1739033944625,141.7287630402384,121.7449664429531,0.3375527426160452,68.35836401953448,-37.41048135709386,54.76333333333334,55.95666666666666,57.14999999999999,49.73333333333334,45.89666666666668,42.06000000000001,5.667011375387801,6.110976011349956,2.740000000000002,3.305000000000001,1,-1
8,新华保险,601336,2021-05-21,51.06,49.96,51.45,49.9,126764,48.99669459840868,49.65061495542243,0.653920357013746,0.2855320895445938,0.7367765349383043,21.70000000000006,31.15207373271877,8.617511520737292,54.18516122372862,36.78920533541933,50.39339508256228,49.84957048220527,49.14008730536901,49.73587353687806,41.66666666666667,49.75159097986084,71.05589715914952,73.78439454053489,65.59890239637878,48.55550000000001,51.89664052383315,45.21435947616687,47.36842105263155,42.94234592445326,52.27268345594474,54.9374931209866,51.85668377461163,0.4907531170857031,0.938832837038696,0.4610668844332808,0.8392572326114189,0.4080160604522554,0.7868147956117756,-1.576044129235613,1.111429679726102,3.557455628967487,128.5053217631357,140.1158580738593,120.5094709340301,-17.82125603864739,72.2684512644692,-17.66929834008831,53.78333333333333,55.46666666666666,57.14999999999999,48.75333333333334,45.40666666666667,42.06000000000001,2.777206336144829,6.970839735432432,1.350000000000001,3.490000000000001,-1,1
9,新华保险,601336,2021-05-24,49.91,50.22,50.84,49.72,96840,49.08730981334137,49.73821265458821,0.6509028412468396,0.3586062398850429,0.5845932027235934,16.15000000000006,36.6563467492258,12.69349845201232,54.66895179534853,39.42092475826531,50.33559672170819,49.91692130362249,49.24293613342911,49.75174653566894,50.0,49.82256498561488,68.11281149244824,71.89386685783933,60.55070076166606,48.7015,52.06674825079424,45.33625174920576,73.64341085271317,37.77335984095429,54.77746566290942,56.17184438235886,52.53857293437899,0.4522942642380856,0.8256940308655797,0.4443113107305072,0.7909857965604671,0.401848724600078,0.7648641791279515,-0.8391746470530246,1.289140628939248,3.674649050371596,129.2155308027284,151.9216277317256,127.7777777777778,-8.268861454046656,70.21578028661307,1.890328855921074,53.42999999999999,55.28999999999999,57.14999999999999,48.4,45.23,42.06000000000001,4.234122042341219,6.104615906338155,2.039999999999999,3.203333333333334,1,1
