Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
000880,2023-04-03,10.34,10.59,10.28,10.56,4521741,47431709.31,1712430.72,3498745.54,0.023256,0.023256,41.482674,38.420098,4,2021-05-27,1,0,0.0,10.32,0.023256
000880,2023-04-04,10.57,10.58,10.33,10.38,3365920,35006714.6,1683241.56,3439107.83,-0.017045,-0.017045,40.775583,37.76521,4,2021-05-27,1,0,0.0,10.56,-0.017045
000880,2023-04-06,10.37,10.47,10.21,10.26,3384020,34860758.4,1663782.12,3399349.36,-0.011561,-0.011561,40.304189,37.328618,4,2021-05-27,1,0,0.0,10.38,-0.011561
000880,2023-04-07,10.37,10.46,10.25,10.37,2942525,30409670.4,1681619.94,3435794.62,0.010721,0.010721,40.7363,37.728827,4,2021-05-27,1,0,0.0,10.26,0.010721
000880,2023-04-10,10.37,10.4,10.13,10.16,2682210,27530518.3,1647565.92,3366217.3,-0.020251,-0.020251,39.91136,36.964791,4,2021-05-27,1,0,0.0,10.37,-0.020251
000880,2023-04-11,10.2,10.23,10.03,10.11,2095001,21166978.11,1639457.82,3349651.27,-0.004921,-0.004921,39.714946,36.782878,4,2021-05-27,1,0,0.0,10.16,-0.004921
000880,2023-04-12,10.18,10.21,10.05,10.17,2030001,20564464.07,1649187.54,3369530.5,0.005935,0.005935,39.950643,37.001174,4,2021-05-27,1,0,0.0,10.11,0.005935
000880,2023-04-13,10.11,10.2,10.03,10.05,2201520,22187748.8,1629728.1,3329772.03,-0.011799,-0.011799,39.479249,36.564582,4,2021-05-27,1,0,0.0,10.17,-0.011799
000880,2023-04-14,10.04,10.11,10.02,10.09,1628820,16393987.6,1636214.58,3343024.85,0.00398,0.00398,39.63638,36.710113,4,2021-05-27,1,0,0.0,10.05,0.00398
000880,2023-04-17,10.09,10.15,10.03,10.12,1892001,19120897.89,1641079.44,3352964.47,0.002973,0.002973,39.754229,36.819261,4,2021-05-27,1,0,0.0,10.09,0.002973
000880,2023-04-18,10.12,10.14,9.98,10.04,1868440,18757140.8,1628106.48,3326458.82,-0.007905,-0.007905,39.439966,36.5282,4,2021-05-27,1,0,0.0,10.12,-0.007905
000880,2023-04-19,10.06,10.06,9.9,9.91,2638085,26240069.2,1607025.42,3283387.15,-0.012948,-0.012948,38.929289,36.055225,4,2021-05-27,1,0,0.0,10.04,-0.012948
