Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
601633,2023-04-03,27.93,28.0,27.19,27.32,26692689,731094045.0,167539931.88,168503836.26,-0.02184,-0.02184,103.686371,81.959237,1,2023-03-30,1,0,0.0,27.93,-0.02184
601633,2023-04-04,27.19,27.24,26.57,26.96,26324979,706689836.0,165332231.46,166283434.32,-0.013177,-0.013177,102.320079,80.879247,1,2023-03-30,1,0,0.0,27.32,-0.013177
601633,2023-04-06,26.91,27.07,26.63,26.81,12449785,333253231.0,164412356.29,165358266.84,-0.005564,-0.005564,101.750791,80.429251,1,2023-03-30,1,0,0.0,26.96,-0.005564
601633,2023-04-07,26.72,27.34,26.68,27.27,15508057,419754594.0,167233306.82,168195447.1,0.017158,0.017158,103.496608,81.809238,1,2023-03-30,1,0,0.0,26.81,0.017158
601633,2023-04-10,27.21,27.47,26.8,27.01,15376736,416552745.0,165638857.17,166591824.12,-0.009534,-0.009534,102.509842,81.029245,1,2023-03-31,1,0,0.0,27.27,-0.009534
601633,2023-04-11,26.86,27.1,26.44,26.82,20296252,542070952.0,164473681.94,165419945.32,-0.007034,-0.007034,101.788744,80.45925,1,2023-03-31,1,0,0.0,27.01,-0.007034
601633,2023-04-12,26.84,26.88,26.37,26.42,12107603,320959686.0,162020681.47,162952832.04,-0.014914,-0.014914,100.270642,79.259261,1,2023-03-31,1,0,0.0,26.82,-0.014914
601633,2023-04-13,26.33,26.42,25.81,25.86,22076490,574153135.0,158586480.8,159498873.45,-0.021196,-0.021196,98.145299,77.579277,1,2023-03-31,1,0,0.0,26.42,-0.021196
601633,2023-04-14,26.71,28.25,26.33,27.68,60411384,1667446026.0,169747635.02,170719414.35,0.070379,0.070379,105.052663,83.039226,1,2023-04-14,1,0,0.0,25.86,0.070379
601633,2023-04-17,27.28,29.2,27.27,29.1,47148561,1347963448.0,178455786.81,179477418.99,0.051301,0.051301,110.441925,87.299186,1,2023-04-14,1,0,0.0,27.68,0.051301
601633,2023-04-18,29.1,30.08,29.1,29.65,40624218,1207934330.0,181828662.51,182869603.89,0.0189,0.0189,112.529315,88.949171,1,2023-04-14,1,0,0.0,29.1,0.0189
601633,2023-04-19,29.6,29.6,28.62,29.06,34203793,993385205.0,178210486.76,179230714.63,-0.019899,-0.019899,110.290114,87.179187,1,2023-04-14,1,0,0.0,29.65,-0.019899
601633,2023-04-20,28.79,28.79,28.0,28.17,21610235,611557179.0,172752560.64,173741542.71,-0.030626,-0.030626,106.912337,84.509212,1,2023-04-14,1,0,0.0,29.06,-0.030626
601633,2023-04-21,27.98,28.32,27.36,27.37,19993342,555166896.0,167846559.62,168807455.59,-0.028399,-0.028399,103.876133,82.109234,1,2023-04-14,1,0,0.0,28.17,-0.028399
601633,2023-04-24,26.67,28.65,25.7,27.94,34836836,958083680.0,171342085.34,172322992.67,0.020826,0.020826,106.039428,83.819218,1,2023-04-14,1,0,0.0,27.37,0.020826
601633,2023-04-25,27.95,27.95,26.35,26.6,21826293,584831144.0,163124533.65,164058396.74,-0.04796,-0.04796,100.953786,79.799256,1,2023-04-14,1,0,0.0,27.94,-0.04796
601633,2023-04-26,26.56,27.56,26.4,26.92,15136811,410292332.0,165086934.05,166032031.59,0.01203,0.01203,102.168268,80.759247,1,2023-04-14,1,0,0.0,26.6,0.01203
601633,2023-04-27,26.79,27.66,26.62,27.24,16050417,437694172.0,167292740.07,168005666.44,0.011887,0.011887,103.38275,81.719238,1,2023-04-27,1,0,0.0,26.92,0.011887
601633,2023-04-28,27.22,27.7,26.71,26.86,16563823,446985675.0,164958994.06,165661975.05,-0.01395,-0.01395,101.940553,80.579249,1,2023-04-27,1,0,0.0,27.24,-0.01395
601633,2023-05-04,26.86,27.07,26.42,26.54,13344949,355921836.0,162993734.26,163688340.21,-0.011914,-0.011914,100.726071,79.619258,1,2023-04-27,1,0,0.0,26.86,-0.011914
601633,2023-05-05,26.54,26.74,25.95,26.06,14034911,367408970.0,160045845.85,160727889.21,-0.018086,-0.018086,98.904349,78.179271,1,2023-04-30,1,0,0.0,26.54,-0.018086
601633,2023-05-08,26.2,26.84,26.09,26.23,13120799,346244657.0,161089890.12,161776382.73,0.006523,0.006523,99.549542,78.689266,1,2023-04-30,1,0,0.0,26.06,0.006523
601633,2023-05-09,26.33,26.95,26.01,26.52,18406233,488049107.0,162870906.83,163564989.33,0.011056,0.011056,100.650166,79.559258,1,2023-04-30,1,0,0.0,26.23,0.011056
601633,2023-05-10,26.5,28.35,26.3,28.31,38968758,1070501773.0,173864078.89,174605009.35,0.067496,0.067496,107.443673,84.929208,1,2023-04-30,1,0,0.0,26.52,0.067496
601633,2023-05-11,27.96,29.12,27.52,28.32,30489370,865055646.0,173925493.26,174666685.44,0.000353,0.000353,107.481626,84.959208,1,2023-04-30,1,0,0.0,28.31,0.000353
601633,2023-05-12,28.23,28.62,27.73,27.77,14104070,395828588.0,170547702.96,171274500.51,-0.019421,-0.019421,105.394236,83.309223,1,2023-04-30,1,0,0.0,28.32,-0.019421
601633,2023-05-15,27.77,28.3,27.75,28.14,12172204,340894127.0,172820034.62,173556515.82,0.013324,0.013324,106.79848,84.419213,1,2023-04-30,1,0,0.0,27.77,0.013324
601633,2023-05-16,28.48,28.48,27.07,27.21,17276966,473538564.0,167108498.29,167820639.5,-0.033049,-0.033049,103.268893,81.629239,1,2023-04-30,1,0,0.0,28.14,-0.033049
601633,2023-05-17,27.2,27.44,26.6,26.95,12708428,342285606.0,165511724.7,166217061.18,-0.009555,-0.009555,102.282127,80.849246,1,2023-04-30,1,0,0.0,27.21,-0.009555
601633,2023-05-18,26.98,27.25,26.52,26.79,11186403,300294151.0,164529094.79,165230243.74,-0.005937,-0.005937,101.674886,80.36925,1,2023-04-30,1,0,0.0,26.95,-0.005937
601633,2023-05-19,26.79,26.95,26.5,26.88,8431711,226022085.0,165081824.11,165785328.55,0.003359,0.003359,102.016459,80.639247,1,2023-04-30,1,0,0.0,26.79,0.003359
601633,2023-05-22,26.88,27.43,26.6,27.2,13156159,356714654.0,167047083.92,167758963.41,0.011905,0.011905,103.230941,81.599238,1,2023-04-30,1,0,0.0,26.88,0.011905
601633,2023-05-23,27.15,27.48,26.67,26.7,11214093,302700578.0,163976365.47,164675158.94,-0.018382,-0.018382,101.333313,80.099252,1,2023-04-30,1,0,0.0,27.2,-0.018382
601633,2023-05-24,26.51,26.88,26.31,26.43,9530485,252898047.0,162318177.5,163009904.52,-0.010112,-0.010112,100.308594,79.28926,1,2023-04-30,1,0,0.0,26.7,-0.010112
601633,2023-05-25,26.34,26.4,24.5,24.8,35031558,885743157.0,152307635.34,152956701.94,-0.061672,-0.061672,94.122328,74.399306,1,2023-04-30,1,0,0.0,26.43,-0.061672
