Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
688187,2023-04-03,47.8,49.0,47.7,48.61,5812230,281438483.0,10200540.8,42237594.16,0.018224,0.018224,49.26087,48.609943,32,2022-09-07,1,0,0.0,47.74,0.018224
688187,2023-04-04,48.7,48.7,47.16,47.83,6197136,296776494.0,10036862.1,41559846.3,-0.016046,-0.016046,48.470426,47.829944,32,2022-09-07,1,0,0.0,48.61,-0.016046
688187,2023-04-06,47.88,51.41,47.33,50.45,8289461,413377466.0,10586654.67,43836383.98,0.054777,0.054777,51.125507,50.449941,32,2022-09-07,1,3909,197209.05,47.83,0.054777
688187,2023-04-07,50.63,52.48,50.03,52.04,7417716,383074732.0,10920307.42,45217946.92,0.031516,0.031516,52.736797,52.039939,32,2022-09-07,1,0,0.0,50.45,0.031516
688187,2023-04-10,51.85,52.8,50.41,50.76,5348455,275750745.0,10651706.46,44105745.31,-0.024596,-0.024596,51.439658,50.75994,32,2022-09-07,1,0,0.0,52.04,-0.024596
688187,2023-04-11,50.73,51.4,49.7,50.54,5283495,265723984.0,10605540.68,43914585.66,-0.004334,-0.004334,51.216712,50.53994,32,2022-09-07,1,0,0.0,50.76,-0.004334
688187,2023-04-12,50.45,50.95,50.03,50.67,3003942,151952571.0,10632820.46,44027543.63,0.002572,0.002572,51.348453,50.66994,32,2022-09-07,1,0,0.0,50.54,0.002572
688187,2023-04-13,50.56,50.56,48.84,49.03,5001171,245999345.0,10288675.49,42602535.31,-0.032366,-0.032366,49.686494,49.029942,32,2022-09-07,1,0,0.0,50.67,-0.032366
688187,2023-04-14,49.03,50.31,48.61,49.8,4892480,242408625.0,10450255.75,43271594.1,0.015705,0.015705,50.466804,49.799941,32,2022-09-07,1,1888,94022.4,49.03,0.015705
688187,2023-04-17,49.46,50.27,49.27,49.6,2824881,140496530.0,10408286.85,43097812.6,-0.004016,-0.004016,50.264126,49.599941,32,2022-09-07,1,0,0.0,49.8,-0.004016
688187,2023-04-18,49.6,49.87,48.94,49.49,2796551,138290174.0,10385203.96,43002232.77,-0.002218,-0.002218,50.152653,49.489941,32,2022-09-07,1,0,0.0,49.6,-0.002218
688187,2023-04-19,49.4,49.49,47.88,48.1,4504311,217447048.0,10093520.11,41794451.33,-0.028086,-0.028086,48.744041,48.099943,32,2022-09-07,1,0,0.0,49.49,-0.028086
688187,2023-04-20,48.31,48.57,47.72,48.38,3807397,183419555.0,10152276.57,42037745.43,0.005821,0.005821,49.02779,48.379943,32,2022-09-07,1,0,0.0,48.1,0.005821
688187,2023-04-21,48.3,49.85,47.33,47.6,4885196,238035429.0,9988597.87,41359997.57,-0.016122,-0.016122,48.237346,47.599944,32,2022-09-07,1,0,0.0,48.38,-0.016122
688187,2023-04-24,47.6,47.69,45.75,46.1,4934234,228981588.0,9673831.13,40056636.3,-0.031513,-0.031513,46.717262,46.099946,32,2022-09-07,1,0,0.0,47.6,-0.031513
688187,2023-04-25,45.8,46.8,44.21,44.8,5163878,232742316.0,9401033.29,38927056.54,-0.0282,-0.0282,45.399855,44.799948,32,2022-09-07,1,0,0.0,46.1,-0.0282
688187,2023-04-26,45.02,46.77,44.97,46.05,3259273,149870871.0,9663338.9,40013190.93,0.027902,0.027902,46.666592,46.049947,32,2022-09-07,1,0,0.0,44.8,0.027902
688187,2023-04-27,46.06,46.92,45.8,46.55,3306851,153447111.0,9768261.15,40447644.68,0.010858,0.010858,47.173287,46.549946,32,2022-09-07,1,1264,58839.2,46.05,0.010858
688187,2023-04-28,46.47,47.2,45.88,46.56,2900158,134592828.0,9770359.59,40456333.76,0.000215,0.000215,47.183421,46.559946,32,2022-09-07,1,0,0.0,46.55,0.000215
688187,2023-05-04,46.92,48.88,46.63,47.98,5229148,251086470.0,10068338.77,41690182.43,0.030498,0.030498,48.622434,47.979944,32,2022-09-07,1,0,0.0,46.56,0.030498
688187,2023-05-05,48.27,48.66,47.24,48.4,4449954,213908850.0,10156473.46,42055123.58,0.008754,0.008754,49.048058,48.399944,32,2022-09-07,1,0,0.0,47.98,0.008754
688187,2023-05-08,48.39,48.85,47.94,48.3,2515182,121339801.0,10135489.01,41968232.83,-0.002066,-0.002066,48.946719,48.299944,32,2022-09-07,1,0,0.0,48.4,-0.002066
688187,2023-05-09,48.53,49.7,48.0,48.05,3920947,191792073.0,10083027.89,41751005.95,-0.005176,-0.005176,48.693372,48.049944,32,2022-09-07,1,0,0.0,48.3,-0.005176
688187,2023-05-10,48.2,48.49,47.04,47.45,3057304,145986809.0,9957121.19,41229661.44,-0.012487,-0.012487,48.085338,47.449945,32,2022-09-07,1,0,0.0,48.05,-0.012487
688187,2023-05-11,47.5,47.98,47.12,47.31,1927837,91462598.0,9927742.96,41108014.39,-0.00295,-0.00295,47.943463,47.309945,32,2022-09-07,1,0,0.0,47.45,-0.00295
688187,2023-05-12,47.59,47.59,45.89,45.95,3294973,152899780.0,9642354.45,39926300.18,-0.028747,-0.028747,46.565253,45.949947,32,2022-09-07,1,0,0.0,47.31,-0.028747
688187,2023-05-15,45.7,46.71,45.52,46.7,1848703,85490291.0,9799737.82,40577980.81,0.016322,0.016322,47.325295,46.699946,32,2022-09-07,1,0,0.0,45.95,0.016322
688187,2023-05-16,46.54,47.28,46.34,46.5,1463947,68396168.0,9757768.92,40404199.31,-0.004283,-0.004283,47.122617,46.499946,32,2022-09-07,1,0,0.0,46.7,-0.004283
688187,2023-05-17,46.8,47.44,46.04,46.98,2566743,120067959.0,9858494.28,40821274.91,0.010323,0.010323,47.609044,46.979945,32,2022-09-07,1,0,0.0,46.5,0.010323
688187,2023-05-18,47.13,47.4,46.53,47.13,2195392,103235287.0,9889970.96,40951611.04,0.003193,0.003193,47.761052,47.129945,32,2022-09-07,1,445,20972.0,46.98,0.003193
