Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
002299,2023-04-03,24.45,25.15,24.16,24.46,14482399,358294411.26,30109703.73,30419426.43,-0.00811,-0.00811,61.480428,48.919852,4,2023-03-20,1,0,0.0,24.66,-0.00811
002299,2023-04-04,24.51,25.29,24.26,24.84,16720266,416443159.06,30577475.09,30892009.5,0.015536,0.015536,62.435561,49.67985,4,2023-03-20,1,0,0.0,24.46,0.015536
002299,2023-04-06,24.8,24.97,24.05,24.39,14083188,343941606.78,30023535.32,30332371.65,-0.018116,-0.018116,61.304482,48.779853,4,2023-03-20,1,0,0.0,24.84,-0.018116
002299,2023-04-07,24.15,25.03,24.11,24.66,13559956,335359542.24,30355899.18,30668154.36,0.01107,0.01107,61.983129,49.319851,4,2023-03-20,1,0,0.0,24.39,0.01107
002299,2023-04-10,24.73,24.74,24.15,24.4,9837470,240036442.35,30035845.1,30344808.05,-0.010543,-0.010543,61.329617,48.799853,4,2023-03-20,1,0,0.0,24.66,-0.010543
002299,2023-04-11,24.37,24.7,24.11,24.55,9616272,235208507.61,30220491.68,30531354.0,0.006148,0.006148,61.706643,49.099852,4,2023-03-20,1,0,0.0,24.4,0.006148
002299,2023-04-12,24.55,24.55,23.95,24.04,8411825,203031175.14,29592693.28,29897097.76,-0.020774,-0.020774,60.424753,48.079855,4,2023-03-20,1,0,0.0,24.55,-0.020774
002299,2023-04-13,23.9,23.97,23.36,23.73,11930480,281775584.12,29211090.33,29511569.46,-0.012895,-0.012895,59.645565,47.459857,4,2023-03-20,1,0,0.0,24.04,-0.012895
002299,2023-04-14,23.73,23.88,23.36,23.5,6457319,151849283.58,28927965.56,29225532.34,-0.009692,-0.009692,59.067458,46.999858,4,2023-03-20,1,0,0.0,23.73,-0.009692
002299,2023-04-17,23.34,23.57,22.79,23.01,14802797,340815678.12,28324786.71,28616148.9,-0.020851,-0.020851,57.835839,46.019861,4,2023-03-20,1,0,0.0,23.5,-0.020851
002299,2023-04-18,22.78,23.15,22.41,22.75,9927976,225545296.11,28004732.62,28292802.58,-0.011299,-0.011299,57.182327,45.499863,4,2023-03-20,1,0,0.0,23.01,-0.011299
002299,2023-04-19,22.69,23.01,22.36,22.51,10329975,234050170.46,27709298.08,27994329.06,-0.010549,-0.010549,56.579085,45.019864,4,2023-03-20,1,0,0.0,22.75,-0.010549
002299,2023-04-20,22.45,22.52,21.61,21.97,14895566,326374470.89,27044570.36,27322763.64,-0.023989,-0.023989,55.22179,43.939867,4,2023-03-20,1,0,0.0,22.51,-0.023989
002299,2023-04-21,21.87,22.11,21.5,21.52,12962402,280432854.93,26490630.59,26763125.78,-0.020482,-0.020482,54.090711,43.03987,4,2023-03-20,1,0,0.0,21.97,-0.020482
002299,2023-04-24,21.51,21.71,21.19,21.29,8093659,173276665.45,26207505.82,26477088.66,-0.010688,-0.010688,53.512604,42.579871,4,2023-03-20,1,0,0.0,21.52,-0.010688
002299,2023-04-25,21.21,21.5,20.74,21.19,11710979,247024890.01,26084408.1,26352724.69,-0.004697,-0.004697,53.261253,42.379872,4,2023-03-20,1,0,0.0,21.29,-0.004697
002299,2023-04-26,21.0,21.58,20.97,21.18,8010547,170692630.58,26072098.32,26340288.3,-0.000472,-0.000472,53.236118,42.359872,4,2023-03-20,1,0,0.0,21.19,-0.000472
002299,2023-04-27,21.04,21.32,20.87,21.1,7253970,153667548.62,25973620.14,26240797.12,-0.003777,-0.003777,53.035037,42.199872,4,2023-03-20,1,0,0.0,21.18,-0.003777
002299,2023-04-28,21.04,21.48,20.83,21.4,12112177,256480787.25,26342913.32,26613889.02,0.014218,0.014218,53.78909,42.79987,4,2023-03-20,1,0,0.0,21.1,0.014218
002299,2023-05-04,21.2,21.58,21.11,21.52,12615963,270043911.43,26490630.59,26763125.78,0.005607,0.005607,54.090711,43.039869,4,2023-03-20,1,0,0.0,21.4,0.005607
002299,2023-05-05,21.51,21.51,20.75,21.02,11271453,236928477.21,25875141.96,26141305.95,-0.023234,-0.023234,52.833957,42.039872,4,2023-03-20,1,0,0.0,21.52,-0.023234
002299,2023-05-08,20.9,21.08,20.6,20.69,7033129,145802953.31,25468919.47,25730904.86,-0.006185,-0.0157,52.507179,41.379846,4,2023-03-20,1,0,0.0,20.82,-0.006244
002299,2023-05-09,20.56,20.87,20.39,20.45,9541908,196491648.39,25173484.93,25432431.33,-0.0116,-0.0116,51.898106,40.899848,4,2023-03-20,1,0,0.0,20.69,-0.0116
002299,2023-05-10,20.48,20.61,20.21,20.33,6531981,132717125.51,25025767.66,25283194.57,-0.005868,-0.005868,51.593569,40.659849,4,2023-03-20,1,0,0.0,20.45,-0.005868
002299,2023-05-11,20.42,20.62,20.18,20.26,5739879,116736791.17,24939599.25,25196139.8,-0.003443,-0.003443,51.415923,40.51985,4,2023-03-20,1,0,0.0,20.33,-0.003443
002299,2023-05-12,20.22,20.49,20.09,20.16,8355652,168814839.09,24816501.52,25071775.83,-0.004936,-0.004936,51.162143,40.319851,4,2023-03-20,1,0,0.0,20.26,-0.004936
002299,2023-05-15,20.05,20.14,19.76,20.02,9118259,181775840.8,24644164.71,24897666.27,-0.006944,-0.006944,50.80685,40.039852,4,2023-03-20,1,0,0.0,20.16,-0.006944
002299,2023-05-16,20.09,20.3,20.02,20.13,5191590,104613073.28,24779572.2,25034466.64,0.005495,0.005495,51.086009,40.259851,4,2023-03-20,1,0,0.0,20.02,0.005495
002299,2023-05-17,20.13,20.18,19.82,19.95,4835814,96295712.36,24557996.3,24810611.5,-0.008942,-0.008942,50.629204,39.899852,4,2023-03-20,1,0,0.0,20.13,-0.008942
002299,2023-05-18,19.8,20.1,19.7,19.74,5977969,118724696.45,24299491.07,24549447.16,-0.010526,-0.010526,50.096265,39.479854,4,2023-03-20,1,0,0.0,19.95,-0.010526
002299,2023-05-19,19.85,20.14,19.62,20.12,7669330,152922493.97,24767262.43,25022030.24,0.01925,0.01925,51.060631,40.239851,4,2023-03-20,1,0,0.0,19.74,0.01925
002299,2023-05-22,20.0,20.19,19.89,20.16,4694550,94230413.76,24816501.52,25071775.83,0.001988,0.001988,51.162143,40.319851,4,2023-03-20,1,0,0.0,20.12,0.001988
002299,2023-05-23,20.18,20.23,19.91,19.93,4863163,97612525.95,24533376.75,24785738.7,-0.011409,-0.011409,50.578448,39.859853,4,2023-03-20,1,0,0.0,20.16,-0.011409
002299,2023-05-24,20.1,20.1,19.66,19.85,4546729,90217355.6,24434898.57,24686247.53,-0.004014,-0.004014,50.375424,39.699854,4,2023-03-20,1,0,0.0,19.93,-0.004014
002299,2023-05-25,19.82,20.08,19.53,19.66,6473845,128011538.0,24201012.89,24449955.99,-0.009572,-0.009572,49.893241,39.319855,4,2023-03-20,1,0,0.0,19.85,-0.009572
002299,2023-05-26,19.67,19.75,19.5,19.58,3418312,67037555.84,24102534.71,24350464.82,-0.004069,-0.004069,49.690217,39.159856,4,2023-03-20,1,0,0.0,19.66,-0.004069
002299,2023-05-29,19.61,19.74,19.34,19.44,4455519,87061765.34,23930197.9,24176355.26,-0.00715,-0.00715,49.334924,38.879857,4,2023-03-20,1,0,0.0,19.58,-0.00715
002299,2023-05-30,19.41,19.53,19.19,19.49,4780174,92579536.28,23991746.76,24238537.25,0.002572,0.002572,49.461814,38.979857,4,2023-03-20,1,0,0.0,19.44,0.002572
002299,2023-05-31,19.31,19.33,18.84,18.92,9809590,186405504.23,23290089.72,23529662.63,-0.029246,-0.029246,48.015265,37.839861,4,2023-03-20,1,0,0.0,19.49,-0.029246
002299,2023-06-01,18.97,19.18,18.7,19.11,7036187,133785481.13,23523975.4,23765954.17,0.010042,0.010042,48.497448,38.21986,4,2023-03-20,1,0,0.0,18.92,0.010042
002299,2023-06-02,19.08,19.48,19.08,19.44,4521753,87419412.12,23930197.9,24176355.26,0.017268,0.017268,49.334924,38.879858,4,2023-03-20,1,0,0.0,19.11,0.017268
