Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
002683,2023-04-03,30.91,31.58,30.5,30.99,9844184,304247640.29,20374498.56,23204085.51,0.004538,0.004538,85.161706,77.474568,4,2022-12-26,1,0,0.0,30.85,0.004538
002683,2023-04-04,30.98,31.5,30.63,31.0,8421659,260989361.79,20381073.1,23211573.11,0.000323,0.000323,85.189186,77.499568,4,2022-12-26,1,0,0.0,30.99,0.000323
002683,2023-04-06,31.07,31.19,30.57,30.65,5641535,173741401.27,20150964.21,22949506.96,-0.01129,-0.01129,84.227373,76.624573,4,2022-12-26,1,0,0.0,31.0,-0.01129
002683,2023-04-07,30.8,31.08,30.4,30.59,6155413,188866586.84,20111516.97,22904581.34,-0.001958,-0.001958,84.062491,76.474574,4,2022-12-26,1,0,0.0,30.65,-0.001958
002683,2023-04-10,30.56,31.17,30.41,30.61,6680557,205170355.08,20124666.05,22919556.55,0.000654,0.000654,84.117452,76.524574,4,2022-12-26,1,0,0.0,30.59,0.000654
002683,2023-04-11,30.9,31.08,30.46,31.01,7562278,233103741.4,20387647.64,23219060.72,0.013068,0.013068,85.216667,77.524568,4,2022-12-26,1,0,0.0,30.61,0.013068
002683,2023-04-12,30.86,32.5,30.85,32.08,13249600,422989275.92,21091123.39,24020234.37,0.034505,0.034505,88.157068,80.199553,4,2022-12-26,1,0,0.0,31.01,0.034505
002683,2023-04-13,32.08,32.67,31.91,32.18,7477469,241487907.94,21156868.79,24095110.41,0.003117,0.003117,88.431872,80.449552,4,2022-12-26,1,0,0.0,32.08,0.003117
002683,2023-04-14,32.33,34.0,32.33,33.93,16926061,567916394.58,22307413.24,25405441.15,0.054382,0.054382,93.240939,84.824528,4,2022-12-26,1,0,0.0,32.18,0.054382
002683,2023-04-17,33.88,33.93,32.5,32.61,14098518,465636748.85,21439573.99,24417077.39,-0.038904,-0.038904,89.613528,81.524546,4,2022-12-26,1,0,0.0,33.93,-0.038904
002683,2023-04-18,32.85,32.98,32.19,32.3,6012294,195196976.64,21235763.26,24184961.66,-0.009506,-0.009506,88.761636,80.74955,4,2022-12-26,1,0,0.0,32.61,-0.009506
002683,2023-04-19,32.18,32.28,31.53,31.83,7596727,242030356.41,20926759.9,23833044.26,-0.014551,-0.014551,87.470058,79.574557,4,2022-12-26,1,0,0.0,32.3,-0.014551
002683,2023-04-20,31.71,31.88,30.99,31.72,8294053,260714574.73,20854439.96,23750680.62,-0.003456,-0.003456,87.167774,79.299559,4,2022-12-26,1,0,0.0,31.83,-0.003456
002683,2023-04-21,31.95,32.15,30.66,30.7,9605676,299722680.92,20183836.91,22986944.99,-0.032156,-0.032156,84.364775,76.749573,4,2022-12-26,1,0,0.0,31.72,-0.032156
002683,2023-04-24,30.46,30.72,29.36,29.66,9654248,288569524.7,19500084.78,22208234.15,-0.033876,-0.033876,81.506815,74.149587,4,2022-12-26,1,0,0.0,30.7,-0.033876
002683,2023-04-25,29.6,29.62,27.96,28.39,9945648,284977684.9,18665118.24,21257308.41,-0.042819,-0.042819,78.016806,70.974605,4,2022-12-26,1,0,0.0,29.66,-0.042819
002683,2023-04-26,28.67,29.8,28.57,28.98,6871292,200651212.03,19053016.08,21699077.06,0.020782,0.020782,79.638149,72.449597,4,2022-12-26,1,0,0.0,28.39,0.020782
002683,2023-04-27,28.98,30.28,28.98,29.86,7139061,212912527.61,19631575.57,22357986.23,0.030366,0.030366,82.056423,74.649585,4,2022-12-26,1,0,0.0,28.98,0.030366
002683,2023-04-28,29.8,30.21,29.66,29.89,5113968,152729753.64,19651299.19,22380449.04,0.001005,0.001005,82.138864,74.724585,4,2022-12-26,1,0,0.0,29.86,0.001005
002683,2023-05-04,29.83,29.83,29.1,29.39,5068066,148799535.47,19322572.21,22006068.83,-0.016728,-0.016728,80.764845,73.474592,4,2022-12-26,1,0,0.0,29.89,-0.016728
002683,2023-05-05,29.3,29.3,28.5,29.02,6638554,191446673.73,19079314.24,21729027.48,-0.012589,-0.012589,79.748071,72.549597,4,2022-12-26,1,0,0.0,29.39,-0.012589
002683,2023-05-08,28.83,29.45,28.71,29.12,4092306,119453601.64,19145059.64,21803903.52,0.003446,0.003446,80.022875,72.799596,4,2022-12-26,1,0,0.0,29.02,0.003446
002683,2023-05-09,29.14,29.3,28.07,28.2,6472411,185199245.14,18540201.98,21115043.93,-0.031593,-0.031593,77.49468,70.499609,4,2022-12-26,1,0,0.0,29.12,-0.031593
002683,2023-05-10,28.09,28.59,27.82,28.06,5633111,158619640.75,18448158.43,21010217.47,-0.004965,-0.004965,77.109955,70.149611,4,2022-12-26,1,0,0.0,28.2,-0.004965
002683,2023-05-11,28.1,29.3,27.77,28.97,6745306,194147576.82,19046441.54,21691589.45,0.032431,0.032431,79.61067,72.424598,4,2022-12-26,1,0,0.0,28.06,0.032431
002683,2023-05-12,28.97,29.36,28.7,28.8,3754619,108895613.89,18981363.08,21558616.76,-0.005868,-0.005868,79.143503,71.9996,4,2023-05-12,1,0,0.0,28.97,-0.005868
002683,2023-05-15,28.8,29.33,28.52,29.21,4142507,120240209.06,19251583.88,21865527.63,0.014236,0.014236,80.270199,73.024594,4,2023-05-12,1,0,0.0,28.8,0.014236
002683,2023-05-16,29.3,30.65,29.22,29.99,7404348,222305792.76,19765662.46,22449406.83,0.026703,0.026703,82.413669,74.974583,4,2023-05-12,1,0,0.0,29.21,0.026703
002683,2023-05-17,29.99,30.78,29.99,30.64,6911522,210464996.67,20194061.28,22935972.83,0.021674,0.021674,84.199894,76.599574,4,2023-05-12,1,0,0.0,29.99,0.021674
002683,2023-05-18,30.75,31.25,30.6,30.84,6584863,204022650.86,20325876.3,23085685.45,0.006527,0.006527,84.749502,77.099571,4,2023-05-12,1,0,0.0,30.64,0.006527
002683,2023-05-19,30.99,31.33,30.4,31.03,5779054,178854089.56,20451100.57,23227912.43,0.006161,0.006161,85.271629,77.574568,4,2023-05-12,1,0,0.0,30.84,0.006161
002683,2023-05-22,30.74,30.88,30.25,30.55,4923189,150659488.17,20134744.52,22868602.16,-0.005801,-0.015469,84.776968,76.374567,4,2023-05-12,1,0,0.0,30.73,-0.005857
002683,2023-05-23,30.56,30.84,30.08,30.36,5314525,161845356.4,20009520.25,22726375.17,-0.006219,-0.006219,84.249714,75.89957,4,2023-05-12,1,0,0.0,30.55,-0.006219
002683,2023-05-24,30.3,30.52,29.88,30.11,4758926,143520521.82,19844751.47,22539234.4,-0.008235,-0.008235,83.555958,75.274574,4,2023-05-12,1,0,0.0,30.36,-0.008235
002683,2023-05-25,29.93,30.22,29.14,29.39,6865773,203212521.63,19370217.39,22000268.98,-0.023912,-0.023912,81.557941,73.474584,4,2023-05-12,1,0,0.0,30.11,-0.023912
002683,2023-05-26,29.39,30.16,29.03,29.82,3971500,117639732.0,19653619.69,22322151.11,0.014631,0.014631,82.751201,74.549578,4,2023-05-12,1,0,0.0,29.39,0.014631
002683,2023-05-29,29.5,30.05,29.5,29.65,4207602,125106793.34,19541576.92,22194895.38,-0.005701,-0.005701,82.279447,74.12458,4,2023-05-12,1,0,0.0,29.82,-0.005701
