Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
300964,2023-04-03,53.72,57.2,52.9,56.38,8699024,481301966.06,1855411.34,4358077.25,0.005888,0.005888,56.922245,56.379966,16,2022-12-13,1,1000,56380.0,56.05,0.005888
300964,2023-04-04,55.6,59.67,53.88,58.79,11267002,651113868.8,1934722.11,4544366.12,0.042746,0.042746,59.355424,58.789965,16,2022-12-13,1,500,29395.0,56.38,0.042746
300964,2023-04-06,57.01,62.23,54.76,54.92,11233575,667111234.99,1807364.15,4245221.76,-0.065828,-0.065828,55.448204,54.919967,16,2022-12-13,1,300,16476.0,58.79,-0.065828
300964,2023-04-07,52.72,53.93,51.1,52.8,8093870,424667483.43,1737597.0,4081349.4,-0.038602,-0.038602,53.307814,52.799968,16,2022-12-13,1,200,10560.0,54.92,-0.038602
300964,2023-04-10,52.0,52.75,46.56,47.05,8015603,396361144.91,1548370.05,3636884.26,-0.108902,-0.108902,47.502512,47.049971,16,2022-12-13,1,0,0.0,52.8,-0.108902
300964,2023-04-11,47.06,48.07,46.0,47.0,4361160,206065395.21,1546724.6,3633019.35,-0.001063,-0.001063,47.452031,46.999971,16,2022-12-13,1,0,0.0,47.05,-0.001063
300964,2023-04-12,46.6,48.3,46.06,48.02,4450692,212123222.83,1580291.81,3711863.6,0.021702,0.021702,48.481841,48.01997,16,2022-12-13,1,600,28812.0,47.0,0.021702
300964,2023-04-13,47.6,48.04,45.55,46.35,4813284,225859167.28,1525333.73,3582775.46,-0.034777,-0.034777,46.795779,46.349971,16,2022-12-13,1,100,4635.0,48.02,-0.034777
300964,2023-04-14,46.38,47.01,45.1,45.92,3570472,164562225.59,1511182.84,3549537.2,-0.009277,-0.009277,46.361643,45.919971,16,2022-12-13,1,700,32144.0,46.35,-0.009277
300964,2023-04-17,46.48,46.59,44.31,44.88,3738687,168601524.61,1476957.45,3469146.99,-0.022648,-0.022648,45.311641,44.879972,16,2022-12-13,1,0,0.0,45.92,-0.022648
300964,2023-04-18,45.15,45.4,43.68,44.89,3435300,153174940.0,1477286.54,3469919.97,0.000223,0.000223,45.321737,44.889972,16,2022-12-13,1,0,0.0,44.88,0.000223
