Stkcd,Trddt,Opnprc,Hiprc,Loprc,Clsprc,Dnshrtrd,Dnvaltrd,Dsmvosd,Dsmvtll,Dretwd,Dretnd,Adjprcwd,Adjprcnd,Markettype,Capchgdt,Trdsta,Ahshrtrd_D,Ahvaltrd_D,PreClosePrice,ChangeRatio
837821,2023-04-03,8.87,8.87,8.78,8.83,103689,913448.52,161453.74,623334.48,0.0,0.0,8.83,8.83,64,2023-02-10,1,0,0.0,8.83,0.0
837821,2023-04-04,8.85,8.89,8.74,8.87,72535,642144.04,162185.13,626158.19,0.00453,0.00453,8.87,8.87,64,2023-02-10,1,0,0.0,8.83,0.00453
837821,2023-04-06,8.98,8.98,8.77,8.9,178984,1588072.59,162733.67,628275.97,0.003382,0.003382,8.9,8.9,64,2023-02-10,1,0,0.0,8.87,0.003382
837821,2023-04-07,8.88,8.9,8.78,8.85,122142,1075916.81,161819.44,624746.33,-0.005618,-0.005618,8.85,8.85,64,2023-02-10,1,0,0.0,8.9,-0.005618
837821,2023-04-10,8.83,8.85,8.73,8.82,23017,202230.97,161270.9,622628.55,-0.00339,-0.00339,8.82,8.82,64,2023-02-10,1,0,0.0,8.85,-0.00339
837821,2023-04-11,8.81,8.82,8.69,8.8,24209,211354.83,160905.2,621216.69,-0.002268,-0.002268,8.8,8.8,64,2023-02-10,1,0,0.0,8.82,-0.002268
837821,2023-04-12,8.8,8.83,8.66,8.73,116951,1016535.59,159625.27,616275.2,-0.007955,-0.007955,8.73,8.73,64,2023-02-10,1,0,0.0,8.8,-0.007955
837821,2023-04-13,8.78,8.78,8.51,8.63,168935,1453608.97,157796.81,609215.92,-0.011455,-0.011455,8.63,8.63,64,2023-02-10,1,0,0.0,8.73,-0.011455
837821,2023-04-14,8.73,8.73,8.51,8.6,134541,1148507.51,157248.27,607098.13,-0.003476,-0.003476,8.6,8.6,64,2023-02-10,1,0,0.0,8.63,-0.003476
837821,2023-04-17,8.64,8.64,8.38,8.46,342953,2895012.01,154688.41,597215.14,-0.016279,-0.016279,8.46,8.46,64,2023-02-10,1,0,0.0,8.6,-0.016279
837821,2023-04-18,8.47,8.48,8.32,8.37,199953,1669067.68,153042.79,590861.79,-0.010638,-0.010638,8.37,8.37,64,2023-02-10,1,0,0.0,8.46,-0.010638
837821,2023-04-19,8.48,8.48,8.33,8.34,67517,565213.68,152494.25,588744.0,-0.003584,-0.003584,8.34,8.34,64,2023-02-10,1,0,0.0,8.37,-0.003584
837821,2023-04-20,8.3,8.38,8.25,8.34,61941,512533.58,152494.25,588744.0,0.0,0.0,8.34,8.34,64,2023-02-10,1,0,0.0,8.34,0.0
837821,2023-04-21,8.3,8.34,8.11,8.19,176247,1444550.0,149751.55,578155.08,-0.017986,-0.017986,8.19,8.19,64,2023-02-10,1,0,0.0,8.34,-0.017986
837821,2023-04-24,8.2,8.35,8.18,8.26,33124,271767.36,151031.47,583096.58,0.008547,0.008547,8.26,8.26,64,2023-02-10,1,0,0.0,8.19,0.008547
837821,2023-04-25,8.29,8.3,8.02,8.09,67496,547407.62,147923.08,571095.8,-0.020581,-0.020581,8.09,8.09,64,2023-02-10,1,0,0.0,8.26,-0.020581
837821,2023-04-26,8.28,8.29,8.03,8.12,60791,490227.22,148280.08,573213.58,0.003708,0.003708,8.12,8.12,64,2023-02-10,1,0,0.0,8.09,0.003708
837821,2023-04-27,8.14,8.18,8.07,8.12,58428,474909.43,148280.08,573213.58,0.0,0.0,8.12,8.12,64,2023-02-10,1,0,0.0,8.12,0.0
837821,2023-04-28,8.2,8.25,8.11,8.25,118933,967776.77,150654.02,582390.65,0.01601,0.01601,8.25,8.25,64,2023-02-10,1,0,0.0,8.12,0.01601
837821,2023-05-04,8.25,8.47,8.2,8.42,82626,692366.8,153758.4,594391.43,0.020606,0.020606,8.42,8.42,64,2023-02-10,1,0,0.0,8.25,0.020606
837821,2023-05-05,8.46,8.69,8.26,8.66,251607,2148948.19,158141.07,611333.7,0.028504,0.028504,8.66,8.66,64,2023-02-10,1,0,0.0,8.42,0.028504
837821,2023-05-08,8.62,8.97,8.62,8.93,353712,3134611.51,163071.56,630393.76,0.031178,0.031178,8.93,8.93,64,2023-02-10,1,0,0.0,8.66,0.031178
837821,2023-05-09,8.93,8.93,8.64,8.67,158077,1380367.37,158323.68,612039.63,-0.029115,-0.029115,8.67,8.67,64,2023-02-10,1,0,0.0,8.93,-0.029115
837821,2023-05-10,8.5,8.74,8.41,8.56,142542,1207402.27,156314.96,604274.42,-0.012687,-0.012687,8.56,8.56,64,2023-02-10,1,0,0.0,8.67,-0.012687
837821,2023-05-11,8.44,8.74,8.44,8.63,60094,517622.0,157593.23,609215.92,0.008178,0.008178,8.63,8.63,64,2023-02-10,1,0,0.0,8.56,0.008178
837821,2023-05-12,8.84,8.84,8.5,8.67,51904,452518.04,158323.68,612039.63,0.004635,0.004635,8.67,8.67,64,2023-02-10,1,0,0.0,8.63,0.004635
837821,2023-05-15,8.75,8.75,8.5,8.7,104406,894507.93,158871.51,614157.41,0.00346,0.00346,8.7,8.7,64,2023-02-10,1,0,0.0,8.67,0.00346
837821,2023-05-16,8.75,8.75,8.59,8.7,76576,662180.41,158871.51,614157.41,0.0,0.0,8.7,8.7,64,2023-02-10,1,0,0.0,8.7,0.0
837821,2023-05-17,8.51,8.73,8.51,8.7,57526,498775.3,158871.51,614157.41,0.0,0.0,8.7,8.7,64,2023-02-10,1,0,0.0,8.7,0.0
837821,2023-05-18,8.6,8.77,8.6,8.69,53664,467906.52,158688.9,613451.48,-0.001149,-0.001149,8.69,8.69,64,2023-02-10,1,0,0.0,8.7,-0.001149
837821,2023-05-19,8.75,8.75,8.64,8.72,64019,556731.85,159236.73,615569.27,0.003452,0.003452,8.72,8.72,64,2023-02-10,1,0,0.0,8.69,0.003452
837821,2023-05-22,8.72,8.75,8.66,8.66,92649,806761.94,158141.07,611333.7,-0.006881,-0.006881,8.66,8.66,64,2023-02-10,1,0,0.0,8.72,-0.006881
837821,2023-05-23,8.74,8.75,8.65,8.68,86808,754199.57,158506.29,612745.56,0.002309,0.002309,8.68,8.68,64,2023-02-10,1,0,0.0,8.66,0.002309
837821,2023-05-24,8.66,8.8,8.66,8.75,122316,1067928.37,159784.56,617687.05,0.008065,0.008065,8.75,8.75,64,2023-02-10,1,0,0.0,8.68,0.008065
837821,2023-05-25,8.88,8.96,8.7,8.75,238749,2111700.37,159784.56,617687.05,0.0,0.0,8.75,8.75,64,2023-02-10,1,0,0.0,8.75,0.0
837821,2023-05-26,8.77,8.77,8.55,8.71,130836,1129110.59,159054.12,614863.34,-0.004571,-0.004571,8.71,8.71,64,2023-02-10,1,0,0.0,8.75,-0.004571
837821,2023-05-29,8.78,8.79,8.68,8.71,107742,940742.27,159054.12,614863.34,0.0,0.0,8.71,8.71,64,2023-02-10,1,0,0.0,8.71,0.0
837821,2023-05-30,8.83,8.84,8.56,8.6,100961,873236.01,157045.4,607098.13,-0.012629,-0.012629,8.6,8.6,64,2023-02-10,1,0,0.0,8.71,-0.012629
837821,2023-05-31,8.74,8.75,8.55,8.61,50450,433161.75,157228.01,607804.06,0.001163,0.001163,8.61,8.61,64,2023-02-10,1,0,0.0,8.6,0.001163
837821,2023-06-01,8.67,8.68,8.6,8.64,107593,928201.01,157775.84,609921.84,0.003484,0.003484,8.64,8.64,64,2023-02-10,1,0,0.0,8.61,0.003484
837821,2023-06-02,8.72,8.72,8.59,8.63,122915,1060083.07,157593.23,609215.92,-0.001157,-0.001157,8.63,8.63,64,2023-02-10,1,0,0.0,8.64,-0.001157
